sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
中壢,桃園市,47,,良好,0.5,0.56,15,14,25,14,16,29.7,13.6,0.3,187,"2024-12-01 06:00",,0.6,14.6,23,2,121.221667,24.953278,68
三重,新北市,42,,良好,1,1.16,2,6,25,11,26,83.7,57.9,-,-,"2024-12-01 06:00",,0.7,12.2,22,1,121.493806,25.072611,67
冬山,宜蘭縣,20,,良好,0.8,0.21,10,21,17,7,7,10.2,3.4,0.7,295,"2024-12-01 06:00",,0.2,6.1,19,0,121.792928,24.632203,66
宜蘭,宜蘭縣,24,,良好,1.5,0.2,26,26,9,4,2,2.9,0.7,0.2,268,"2024-12-01 06:00",,0.1,6.9,14,1,121.746394,24.747917,65
陽明,臺北市,44,,良好,1.6,0.23,53,49,22,9,3,3.6,0.8,0.3,30,"2024-12-01 06:00",,0.1,9.5,23,1,121.529583,25.182722,64
花蓮,花蓮縣,20,,良好,1.6,0.17,21,22,13,6,1,2,0.9,3.5,229,"2024-12-01 06:00",,0.1,6.1,16,1,121.599769,23.971306,63
臺東,臺東縣,30,,良好,0.8,0.15,24,32,10,5,1,2.1,0.7,2,298,"2024-12-01 06:00",,0.1,9.1,17,1,121.15045,22.755358,62
恆春,屏東縣,42,,良好,0.5,0.14,45,45,11,5,1,1.7,0.6,5.3,32,"2024-12-01 06:00",,0.1,5.4,13,0,120.788928,21.958069,61
潮州,屏東縣,74,細懸浮微粒,普通,0.8,0.3,13,18,32,25,5,5.4,0.2,1.6,49,"2024-12-01 06:00",,0.2,25,36,1,120.561175,22.523108,60
屏東,屏東縣,66,細懸浮微粒,普通,1.5,0.28,22,29,41,24,8,8.3,0.2,1.1,19,"2024-12-01 06:00",,0.3,21.7,42,1,120.488033,22.673081,59
小港,高雄市,74,細懸浮微粒,普通,1.4,0.31,33,31,40,27,13,13.9,0.9,1.4,33,"2024-12-01 06:00",,0.3,25,40,2,120.337736,22.565833,58
前鎮,高雄市,71,細懸浮微粒,普通,1.9,0.3,39,41,49,25,10,11.4,0.9,2.2,13,"2024-12-01 06:00",,0.3,23.8,43,1,120.30833356,22.6044507,57
前金,高雄市,69,細懸浮微粒,普通,1.2,0.28,38,40,48,23,10,10.8,0.9,2.4,354,"2024-12-01 06:00",,0.3,23,51,1,120.28676111,22.63390278,56
左營,高雄市,74,細懸浮微粒,普通,1.4,0.28,35,36,44,28,10,10.6,0.9,1.2,36,"2024-12-01 06:00",,0.3,25,45,1,120.292917,22.674861,54
楠梓,高雄市,59,細懸浮微粒,普通,1.2,0.24,30,34,33,18,9,8.8,0.2,1.4,43,"2024-12-01 06:00",,0.2,18.6,37,1,120.328289,22.733667,53
林園,高雄市,74,細懸浮微粒,普通,4,0.26,28,27,39,27,9,10.1,0.7,1.5,347,"2024-12-01 06:00",,0.3,24.7,42,2,120.41175,22.4795,52
大寮,高雄市,66,細懸浮微粒,普通,3.2,0.25,23,30,27,24,10,10.6,0.9,0.3,16,"2024-12-01 06:00",,0.2,21.4,27,4,120.425311,22.56413611,51
鳳山,高雄市,76,細懸浮微粒,普通,0.5,0.39,29,36,42,27,10,10.9,0.5,0.3,165,"2024-12-01 06:00",,0.3,25.7,43,1,120.357422,22.628126,50
仁武,高雄市,72,細懸浮微粒,普通,4,0.29,28,29,42,23,19,19.8,0.8,0.9,7,"2024-12-01 06:00",,0.3,24.2,38,1,120.332631,22.689056,49
橋頭,高雄市,72,細懸浮微粒,普通,1.3,0.25,20,24,30,20,10,10.3,0.3,1,67,"2024-12-01 06:00",,0.3,24,37,1,120.305689,22.757506,48
美濃,高雄市,61,細懸浮微粒,普通,0.9,0.27,11,20,28,18,7,8,1.3,0.2,44,"2024-12-01 06:00",,0.2,19.4,30,1,120.530542,22.883583,47
臺南,臺南市,85,細懸浮微粒,普通,1.6,0.36,21,28,54,32,30,30,0.3,1.5,17,"2024-12-01 06:00",,0.3,29.4,53,2,120.21947897,22.98928311,46
安南,臺南市,109,細懸浮微粒,對敏感族群不健康,1.7,0.39,18,23,67,43,13,13.4,0.5,0.7,328,"2024-12-01 06:00",,0.3,38.7,64,2,120.2175,23.048197,45
善化,臺南市,80,細懸浮微粒,普通,1.2,0.3,12,16,42,29,9,9.8,0.7,0.2,90,"2024-12-01 06:00",,0.3,27.2,45,2,120.29740529,23.11337642,44
新營,臺南市,103,細懸浮微粒,對敏感族群不健康,1.7,0.31,34,27,49,35,8,9.2,0.9,0.8,41,"2024-12-01 06:00",,0.4,36.1,56,2,120.31725,23.305633,43
嘉義,嘉義市,88,細懸浮微粒,普通,1.1,0.23,20,17,24,23,4,4.7,0.7,0.6,122,"2024-12-01 06:00",,0.3,30.6,42,2,120.44125148,23.46477865,42
臺西,雲林縣,119,細懸浮微粒,對敏感族群不健康,0.8,0.5,7,21,95,66,18,18,0.4,1.1,50,"2024-12-01 06:00",,0.3,42.5,69,2,120.19933333,23.702175,41
朴子,嘉義縣,103,細懸浮微粒,對敏感族群不健康,1.8,0.48,9,17,61,39,17,18.5,1.1,0.3,334,"2024-12-01 06:00",,0.4,36.2,61,2,120.2478,23.46538,40
新港,嘉義縣,105,細懸浮微粒,對敏感族群不健康,1.5,0.38,13,16,53,32,15,15.7,0.9,0.5,109,"2024-12-01 06:00",,0.4,37.2,62,2,120.345531,23.554839,39
崙背,雲林縣,138,細懸浮微粒,對敏感族群不健康,1.4,0.36,14,11,53,34,9,9,0,0.3,72,"2024-12-01 06:00",,0.4,49.7,69,1,120.348742,23.757547,38
斗六,雲林縣,100,細懸浮微粒,普通,1.2,0.24,16,21,34,25,4,4.5,0.8,1.1,80,"2024-12-01 06:00",,0.3,35.2,50,2,120.544994,23.711853,37
南投,南投縣,109,細懸浮微粒,對敏感族群不健康,1.4,0.31,14,14,43,33,6,6,0.3,0.8,163,"2024-12-01 06:00",,0.3,38.7,53,1,120.685306,23.913,36
二林,彰化縣,139,細懸浮微粒,對敏感族群不健康,1.1,0.5,2,10,89,54,12,13.2,1.5,0.2,42,"2024-12-01 06:00",,0.4,50.3,77,2,120.409653,23.925175,35
線西,彰化縣,90,細懸浮微粒,普通,1.2,0.42,13,17,45,35,10,10.9,0.8,0.3,98,"2024-12-01 06:00",,0.4,31.4,49,3,120.469061,24.131672,34
彰化,彰化縣,79,細懸浮微粒,普通,1,0.32,23,22,40,28,6,7.2,1.1,0.8,24,"2024-12-01 06:00",,0.3,26.8,40,2,120.541519,24.066,33
西屯,臺中市,89,細懸浮微粒,普通,0.6,0.53,0,7,43,35,19,27.2,8.3,0.4,323,"2024-12-01 06:00",,0.5,31,49,1,120.616917,24.162197,32
忠明,臺中市,83,細懸浮微粒,普通,0.9,0.51,4,7,42,30,20,22.2,2.4,0.7,311,"2024-12-01 06:00",,0.5,28.4,43,1,120.641092,24.151958,31
大里,臺中市,84,細懸浮微粒,普通,1.3,0.46,7,10,45,35,11,12.9,1.6,0.2,265,"2024-12-01 06:00",,0.5,28.9,42,2,120.67844444,24.09961111,30
沙鹿,臺中市,97,細懸浮微粒,普通,1.5,0.52,3,10,66,45,29,29.8,1.2,0.2,40,"2024-12-01 06:00",,0.4,34.2,59,1,120.568794,24.225628,29
豐原,臺中市,64,細懸浮微粒,普通,0.9,0.25,32,30,21,15,5,5.2,0.4,1.9,90,"2024-12-01 06:00",,0.3,20.9,30,2,120.74252414,24.25699731,28
三義,苗栗縣,62,細懸浮微粒,普通,1,0.28,34,36,22,20,3,4.3,1,0.7,29,"2024-12-01 06:00",,0.3,20,30,1,120.75956754,24.38248443,27
苗栗,苗栗縣,65,細懸浮微粒,普通,1.3,0.29,13,30,23,21,9,10.3,1.3,1.2,168,"2024-12-01 06:00",,0.3,21.2,29,1,120.82011468,24.56499183,26
頭份,苗栗縣,56,細懸浮微粒,普通,1.5,0.26,20,23,25,19,4,5.4,1.1,2.1,117,"2024-12-01 06:00",,0.2,17.5,27,2,120.89869286,24.69690679,25
新竹,新竹市,55,細懸浮微粒,普通,0.7,0.3,16,11,24,25,15,15.6,0.4,0.8,82,"2024-12-01 06:00",,0.4,17.1,25,1,120.97236752,24.8056356,24
竹東,新竹縣,53,細懸浮微粒,普通,1.3,0.29,16,17,20,17,6,7,0.7,1.2,142,"2024-12-01 06:00",,0.2,16.5,22,1,121.08895493,24.74091408,23
湖口,新竹縣,43,,良好,1.9,0.32,29,23,29,15,10,11.1,0.5,0.8,128,"2024-12-01 06:00",,0.3,13.3,28,2,121.03886894,24.90009696,22
龍潭,桃園市,51,細懸浮微粒,普通,0.7,0.28,26,23,28,17,10,11.6,1.2,1.3,157,"2024-12-01 06:00",,0.2,15.5,22,1,121.21645772,24.86400048,21
平鎮,桃園市,36,,良好,1,0.33,18,20,29,14,10,10.8,0.3,0.3,152,"2024-12-01 06:00",,0.3,11,21,1,121.203986,24.952786,20
觀音,桃園市,55,細懸浮微粒,普通,0.8,0.26,25,18,37,12,10,10.2,0.3,1,192,"2024-12-01 06:00",,0.3,17.2,34,1,121.08283092,25.03556747,19
大園,桃園市,39,,良好,1,0.31,13,18,27,13,13,14.7,1.3,1.8,152,"2024-12-01 06:00",,0.3,12,22,1,121.20251473,25.06100357,18
桃園,桃園市,50,,良好,2.2,0.51,3,10,30,15,22,24.8,2.6,0.8,80,"2024-12-01 06:00",,0.4,15.4,28,1,121.30500531,24.9947107,17
大同,臺北市,41,,良好,0.9,0.61,8,10,17,12,19,24.3,5.1,-,-,"2024-12-01 06:00",,0.5,12.7,18,1,121.51342074,25.06331455,16
松山,臺北市,31,,良好,0.7,0.3,9,11,24,6,12,12.9,1,0.2,21,"2024-12-01 06:00",,0.3,9.4,23,1,121.578611,25.05,15
古亭,臺北市,30,,良好,1.4,0.21,17,20,10,9,6,6.5,0.5,0.4,219,"2024-12-01 06:00",,0.2,9.1,15,1,121.529556,25.020608,14
萬華,臺北市,27,,良好,0.9,0.39,11,17,22,9,14,16.1,1.6,0.2,25,"2024-12-01 06:00",,0.3,8.4,18,1,121.507972,25.046503,13
中山,臺北市,34,,良好,0.7,0.28,19,15,16,13,7,7.9,1,0.7,176,"2024-12-01 06:00",,0.3,10.6,18,1,121.526528,25.062361,12
士林,臺北市,25,,良好,0.7,0.22,22,26,13,10,5,5.8,0.4,0.3,75,"2024-12-01 06:00",,0.2,7.6,16,1,121.51666356,25.10334003,11
淡水,新北市,33,,良好,1.4,0.39,10,26,22,10,17,17.7,1,2.1,140,"2024-12-01 06:00",,0.3,10.1,22,1,121.449239,25.1645,10
林口,新北市,30,,良好,1,0.26,33,32,26,12,12,13.5,1.2,1.2,214,"2024-12-01 06:00",,0.2,9.2,18,1,121.36548982,25.07798949,9
菜寮,新北市,48,,良好,0.6,0.69,1,7,21,18,30,45.2,15.5,0.3,151,"2024-12-01 06:00",,0.6,14.5,20,1,121.481028,25.06895,8
新莊,新北市,46,,良好,1.4,0.36,5,8,22,18,16,17.4,1.5,0.3,145,"2024-12-01 06:00",,0.4,14.1,25,1,121.4325,25.037972,7
板橋,新北市,37,,良好,0.7,0.37,7,13,17,14,19,21.1,2.3,0.9,242,"2024-12-01 06:00",,0.4,11.3,18,0,121.458667,25.012972,6
土城,新北市,31,,良好,1.2,0.33,9,13,18,14,15,15.9,0.9,0.6,170,"2024-12-01 06:00",,0.3,9.5,18,1,121.451861,24.982528,5
新店,新北市,37,,良好,0.3,0.22,16,19,13,11,5,6.3,1,1.4,182,"2024-12-01 06:00",,0.2,11.5,15,0,121.537778,24.977222,4
萬里,新北市,29,,良好,0.6,0.2,34,31,14,9,2,2.5,0.7,3.5,232,"2024-12-01 06:00",,0.1,7.6,14,0,121.689881,25.179667,3
汐止,新北市,38,,良好,1.2,0.33,3,3,14,8,15,22.4,7.4,0.3,310,"2024-12-01 06:00",,0.4,11.8,17,1,121.64081,25.06624,2
基隆,基隆市,27,,良好,1.1,0.42,6,4,18,4,13,14.9,1.7,0.2,6,"2024-12-01 06:00",,0.4,8.3,14,1,121.760056,25.129167,1
屏東(枋山),屏東縣,35,,良好,0.5,0.13,35,38,18,5,1,1.4,0,3.1,89,"2024-12-01 05:00",,0.1,6.1,16,0,120.651472,22.260899,313
花蓮（美崙）,花蓮縣,25,,良好,0,0.2,20,25,6,3,2,3,0.8,3,229,"2024-12-01 05:00",,0.2,7.6,12,0,121.61575076,23.97709367,312
新北(樹林),新北市,24,,良好,0.4,0.35,6,11,15,6,10,12.4,2.4,0.1,29,"2024-12-01 05:00",,0.3,7.5,16,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,65,細懸浮微粒,普通,1.3,0.3,35,44,43,24,8,8.6,0.2,1,356,"2024-12-01 05:00",,0.2,21.3,39,2,120.37722,22.35222,204
臺南（麻豆）,臺南市,99,細懸浮微粒,普通,0.8,0.35,21,24,61,38,10,10.7,0.7,1.2,6,"2024-12-01 05:00",,0.3,34.9,60,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,78,細懸浮微粒,普通,1.6,0.28,24,25,45,30,11,11.3,0.3,0.7,5,"2024-12-01 05:00",,0.3,26.3,46,2,120.24535,22.87985556,202
彰化（員林）,彰化縣,83,細懸浮微粒,普通,1.5,0.44,15,17,54,31,12,13,0.9,0.4,312,"2024-12-01 05:00",,0.5,28.3,53,2,120.56373,23.96117,201
大城,彰化縣,112,細懸浮微粒,對敏感族群不健康,1,0.42,9,26,77,53,12,13.3,1.6,0.6,106,"2024-12-01 05:00",,0.2,39.9,58,2,120.26964167,23.85493056,85
富貴角,新北市,44,,良好,0.3,0.15,46,47,23,6,1,1.4,0,0.5,248,"2024-12-01 05:00",,0.1,4.2,20,0,121.53656894,25.29681695,84
麥寮,雲林縣,130,細懸浮微粒,對敏感族群不健康,1.4,0.51,9,21,94,75,17,17.3,0.2,1.1,76,"2024-12-01 05:00",,0.3,46.5,65,2,120.251825,23.753506,83
關山,臺東縣,33,,良好,1.4,0.16,12,18,16,8,2,2.7,0.5,0.4,293,"2024-12-01 05:00",,0.1,10.2,22,0,121.161933,23.045083,80
馬公,澎湖縣,47,,良好,1.1,0.14,48,51,21,7,2,2.2,0.6,1.6,21,"2024-12-01 05:00",,0.1,6.1,18,0,119.566158,23.569031,78
金門,金門縣,66,細懸浮微粒,普通,1.5,0.23,30,38,41,21,14,15,0.6,1.1,348,"2024-12-01 05:00",,0.2,21.7,44,1,118.312256,24.432133,77
馬祖,連江縣,58,臭氧八小時,普通,1.2,0.27,49,58,31,12,5,5.1,0.2,2.6,332,"2024-12-01 05:00",,0.1,14.9,33,1,119.952724,26.153736,75
埔里,南投縣,100,細懸浮微粒,普通,0.9,0.31,13,17,33,32,4,4.6,0.6,0.4,229,"2024-12-01 05:00",,0.3,35.4,43,1,120.967903,23.968842,72
復興,高雄市,68,細懸浮微粒,普通,1.7,0.24,42,40,37,23,10,10.7,1.1,1.3,102,"2024-12-01 05:00",,0.3,22.5,40,1,120.312017,22.608711,71
永和,新北市,28,,良好,0.9,0.22,24,19,13,7,4,4.8,0.7,1.2,153,"2024-12-01 05:00",,0.4,8.5,17,1,121.516306,25.017,70
竹山,南投縣,98,細懸浮微粒,普通,1,0.22,15,23,33,22,7,8.2,0.9,0.4,182,"2024-12-01 05:00",,0.2,34.7,43,1,120.677306,23.756389,69
中壢,桃園市,49,,良好,0,0.37,20,14,21,15,11,16.7,5.9,0.2,189,"2024-12-01 05:00",,0.7,15.2,23,2,121.221667,24.953278,68
三重,新北市,41,,良好,0.9,0.49,12,6,17,12,15,28.3,13.1,-,-,"2024-12-01 05:00",,0.7,12.5,22,1,121.493806,25.072611,67
冬山,宜蘭縣,20,,良好,0.7,0.18,20,23,11,5,2,2.5,0.4,0.2,232,"2024-12-01 05:00",,0.2,6.2,20,0,121.792928,24.632203,66
宜蘭,宜蘭縣,26,,良好,1.6,0.18,26,26,9,5,2,2.3,0.7,0.4,279,"2024-12-01 05:00",,0.1,8,16,1,121.746394,24.747917,65
陽明,臺北市,44,,良好,1.4,0.25,59,48,45,19,3,3.7,0.7,1.4,30,"2024-12-01 05:00",,0.1,9.1,22,1,121.529583,25.182722,64
花蓮,花蓮縣,20,,良好,1.3,0.15,17,22,13,4,1,1.4,0.7,2,229,"2024-12-01 05:00",,0.1,6.3,18,1,121.599769,23.971306,63
臺東,臺東縣,32,,良好,1,0.15,27,33,15,8,1,2.1,0.7,1.9,310,"2024-12-01 05:00",,0.1,9.9,19,1,121.15045,22.755358,62
恆春,屏東縣,42,,良好,0.7,0.14,45,46,10,6,1,1.6,0.6,5.2,26,"2024-12-01 05:00",,0.1,5.3,14,1,120.788928,21.958069,61
潮州,屏東縣,74,細懸浮微粒,普通,0.8,0.32,9,19,37,26,6,6.6,0.5,1.1,55,"2024-12-01 05:00",,0.2,24.7,36,1,120.561175,22.523108,60
屏東,屏東縣,65,細懸浮微粒,普通,1.6,0.3,26,30,39,20,8,8,0.3,1.4,347,"2024-12-01 05:00",,0.3,21.3,42,1,120.488033,22.673081,59
小港,高雄市,73,細懸浮微粒,普通,1.7,0.3,36,32,37,24,14,14.5,0.8,0.9,53,"2024-12-01 05:00",,0.3,24.4,41,2,120.337736,22.565833,58
前鎮,高雄市,71,細懸浮微粒,普通,1.3,0.27,42,41,43,24,10,10.4,0.7,2.2,14,"2024-12-01 05:00",,0.3,23.8,42,1,120.30833356,22.6044507,57
前金,高雄市,70,細懸浮微粒,普通,1.4,0.28,42,39,55,28,10,10.9,0.9,2.9,357,"2024-12-01 05:00",,0.3,23.1,52,1,120.28676111,22.63390278,56
左營,高雄市,74,細懸浮微粒,普通,1.1,0.42,32,35,42,22,11,11.6,0.9,1,9,"2024-12-01 05:00",,0.3,25,45,1,120.292917,22.674861,54
楠梓,高雄市,59,細懸浮微粒,普通,1.3,0.22,32,34,34,19,8,8,0.2,1.8,28,"2024-12-01 05:00",,0.2,18.6,38,1,120.328289,22.733667,53
林園,高雄市,74,細懸浮微粒,普通,1.7,0.27,25,28,40,26,10,10.8,0.7,1.9,338,"2024-12-01 05:00",,0.3,24.7,44,2,120.41175,22.4795,52
大寮,高雄市,65,細懸浮微粒,普通,12.2,0.24,26,32,27,21,11,12.4,0.9,1.2,328,"2024-12-01 05:00",,0.3,21,28,4,120.425311,22.56413611,51
鳳山,高雄市,77,細懸浮微粒,普通,0.7,0.33,34,36,39,26,9,9.9,0.7,0.3,135,"2024-12-01 05:00",,0.3,26.1,44,1,120.357422,22.628126,50
仁武,高雄市,74,細懸浮微粒,普通,1.3,0.28,27,29,30,27,15,16.4,1,1.4,346,"2024-12-01 05:00",,0.3,24.7,37,1,120.332631,22.689056,49
橋頭,高雄市,74,細懸浮微粒,普通,1.3,0.26,22,25,31,24,10,10.6,0.1,0.8,42,"2024-12-01 05:00",,0.3,25,39,1,120.305689,22.757506,48
美濃,高雄市,61,細懸浮微粒,普通,0.8,0.26,12,22,28,15,7,7.6,0.9,0.2,6,"2024-12-01 05:00",,0.2,19.5,31,1,120.530542,22.883583,47
臺南,臺南市,84,細懸浮微粒,普通,1.9,0.37,23,30,53,30,30,29.7,0.1,1.9,23,"2024-12-01 05:00",,0.3,29,52,2,120.21947897,22.98928311,46
安南,臺南市,106,細懸浮微粒,對敏感族群不健康,1.7,0.38,25,26,63,42,12,12.4,0.6,1.1,353,"2024-12-01 05:00",,0.3,37.5,62,2,120.2175,23.048197,45
善化,臺南市,78,細懸浮微粒,普通,1.2,0.27,13,19,44,32,10,10.7,0.9,0.2,90,"2024-12-01 05:00",,0.3,26.4,44,2,120.29740529,23.11337642,44
新營,臺南市,103,細懸浮微粒,對敏感族群不健康,1.3,0.43,25,27,52,36,10,11,1.3,1.1,47,"2024-12-01 05:00",,0.4,36.1,57,2,120.31725,23.305633,43
嘉義,嘉義市,91,細懸浮微粒,普通,1.1,0.24,18,18,30,23,5,5.4,0.4,0.9,125,"2024-12-01 05:00",,0.3,31.7,46,2,120.44125148,23.46477865,42
臺西,雲林縣,104,細懸浮微粒,對敏感族群不健康,0.8,0.41,6,26,89,53,15,15.1,0.4,1,49,"2024-12-01 05:00",,0.3,36.5,63,2,120.19933333,23.702175,41
朴子,嘉義縣,102,細懸浮微粒,對敏感族群不健康,1.8,0.44,11,21,65,39,16,17.2,1.1,0.4,80,"2024-12-01 05:00",,0.3,35.7,62,2,120.2478,23.46538,40
新港,嘉義縣,107,細懸浮微粒,對敏感族群不健康,1.6,0.37,12,19,68,41,14,14.1,0.2,0.3,107,"2024-12-01 05:00",,0.4,38,63,2,120.345531,23.554839,39
崙背,雲林縣,144,細懸浮微粒,對敏感族群不健康,1.4,0.4,11,12,65,53,13,12.9,0,1.3,76,"2024-12-01 05:00",,0.4,52,72,1,120.348742,23.757547,38
斗六,雲林縣,106,細懸浮微粒,對敏感族群不健康,1.2,0.24,19,22,34,24,4,4.5,0.6,0.9,72,"2024-12-01 05:00",,0.3,37.4,54,2,120.544994,23.711853,37
南投,南投縣,111,細懸浮微粒,對敏感族群不健康,1.3,0.31,14,15,49,32,6,6.3,0.5,0.2,171,"2024-12-01 05:00",,0.3,39.2,55,1,120.685306,23.913,36
二林,彰化縣,141,細懸浮微粒,對敏感族群不健康,1.2,0.37,12,13,62,45,9,10.6,1.2,0.2,32,"2024-12-01 05:00",,0.4,51,76,2,120.409653,23.925175,35
線西,彰化縣,87,細懸浮微粒,普通,1.1,0.37,22,19,41,36,8,8.9,0.9,0.3,115,"2024-12-01 05:00",,0.4,30.3,50,3,120.469061,24.131672,34
彰化,彰化縣,78,細懸浮微粒,普通,1.2,0.3,27,22,39,27,7,8,1,0.5,19,"2024-12-01 05:00",,0.4,26.6,41,2,120.541519,24.066,33
西屯,臺中市,86,細懸浮微粒,普通,0.7,0.47,4,9,51,34,17,19.2,1.9,0.4,194,"2024-12-01 05:00",,0.5,29.9,50,1,120.616917,24.162197,32
忠明,臺中市,81,細懸浮微粒,普通,1,0.55,4,9,42,31,21,23.4,2.1,0.7,326,"2024-12-01 05:00",,0.6,27.7,43,1,120.641092,24.151958,31
大里,臺中市,81,細懸浮微粒,普通,1.4,0.45,12,11,41,29,11,13.1,1.6,0.6,287,"2024-12-01 05:00",,0.5,27.7,41,2,120.67844444,24.09961111,30
沙鹿,臺中市,94,細懸浮微粒,普通,1.4,0.42,12,11,61,38,11,11.4,0.3,0.3,73,"2024-12-01 05:00",,0.4,32.9,58,1,120.568794,24.225628,29
豐原,臺中市,67,細懸浮微粒,普通,1.1,0.25,34,30,25,18,4,4.6,0.4,0.6,90,"2024-12-01 05:00",,0.3,21.9,31,2,120.74252414,24.25699731,28
三義,苗栗縣,63,細懸浮微粒,普通,1.1,0.27,41,36,33,21,3,3.8,0.8,0.7,191,"2024-12-01 05:00",,0.3,20.3,32,1,120.75956754,24.38248443,27
苗栗,苗栗縣,65,細懸浮微粒,普通,1.2,0.28,21,33,26,22,9,9.9,1.2,1.1,142,"2024-12-01 05:00",,0.3,21.3,31,1,120.82011468,24.56499183,26
頭份,苗栗縣,54,細懸浮微粒,普通,1.6,0.25,22,24,30,15,4,5.1,1,1.5,115,"2024-12-01 05:00",,0.2,16.7,27,2,120.89869286,24.69690679,25
新竹,新竹市,48,,良好,0.5,0.35,8,10,23,12,17,17.4,0.5,0.3,93,"2024-12-01 05:00",,0.4,14.8,25,1,120.97236752,24.8056356,24
竹東,新竹縣,53,細懸浮微粒,普通,1.6,0.25,19,17,21,19,6,6.2,0.5,1.5,126,"2024-12-01 05:00",,0.2,16.2,22,1,121.08895493,24.74091408,23
湖口,新竹縣,41,,良好,1.8,0.31,29,22,30,12,9,9.4,0.3,1.2,139,"2024-12-01 05:00",,0.3,12.5,28,2,121.03886894,24.90009696,22
龍潭,桃園市,48,,良好,0.5,0.23,26,22,20,13,8,8.2,0.7,1.3,198,"2024-12-01 05:00",,0.2,14.7,22,1,121.21645772,24.86400048,21
